CID,Name,SMILES,M01_ET+LGBM,M02_ET+LGBM+PLS,M03_RF+LGBM,M04_RF+ET+LGBM,M05_LGBM_Solo,M06_RF+LGBM+PLS,M07_LGBM+PLS,M08_RF+LGBM+SVM,M09_ET+LGBM+SVM,M10_RF+ET,CONSENSUS_MEAN,UNCERTAINTY_STD
50088,Bepridil Hydrochloride,CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3.Cl,6.829756663823345,6.675698668574751,6.868085294103106,6.840843893832558,6.555570449838255,6.755434616544845,6.470853190813808,6.604547891931412,6.4561248613377495,6.910825208264857,6.696774073906468,0.15965198323586222
60198,Exemestane,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC(=C)C4=CC(=O)C=C[C@]34C,6.777892672710499,6.603650019568931,6.858939089343035,6.848010433720215,6.614554564028603,6.723077082814536,6.481999529038881,6.486469933221104,6.288101042085539,6.917859706474159,6.66005540730055,0.1909554862308251
9831642,Maralixibat Chloride,CCCCC1(CS(=O)(=O)C2=C(C=C(C=C2)N(C)C)[C@H]([C@H]1O)C3=CC=C(C=C3)OCC4=CC=C(C=C4)C[N+]56CCN(CC5)CC6)CCCC.[Cl-],6.641748402481234,6.426151892910948,6.920112006129643,6.929860942094154,6.5410013981501915,6.7313005983576994,6.353648675577596,6.558044666170391,6.256705219841711,7.107175192760738,6.646574899447431,0.26073007266461506
53362094,Samidorphan L-malate,C1CC1CN2CC[C@]34CC(=O)CC[C@]3([C@H]2CC5=C4C(=C(C=C5)C(=O)N)O)O.C([C@@H](C(=O)O)O)C(=O)O,6.5541370350218,6.497072271848781,6.873004475319061,6.869716073498894,6.315679746506796,6.806877761950131,6.350438056723142,6.640251671939921,6.346217649668307,7.105717624391974,6.63591123668688,0.25588535244237853
132999,Ivabradine,CN(CCCN1CCC2=CC(=C(C=C2CC1=O)OC)OC)C[C@H]3CC4=CC(=C(C=C34)OC)OC,6.6132454309524755,6.619830335184295,6.830981598164467,6.811981608614235,6.298800806345415,6.826145229410029,6.422100567745769,6.577528271589899,6.325819645976257,7.00355556880941,6.632998906279225,0.2236103476645369
5281073,Methysergide Maleate,CC[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C.C(=C\C(=O)O)\C(=O)O,6.600575190981531,6.466228587986309,6.874626484521723,6.869657095948333,6.374641856345371,6.752566628838195,6.314622582693718,6.56667489311458,6.273047267775809,7.074723073102209,6.616736366130778,0.25536297790567175
4634,Oxybutynin,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,6.894703635207655,6.632147406411429,6.764358165588213,6.724803473134915,6.607297194682868,6.5835947406412885,6.397278609395362,6.3081173927002245,6.188042926032092,6.693421090784617,6.579376463457867,0.20767037113749484
3045381,Ivabradine Hydrochloride,CN(CCCN1CCC2=CC(=C(C=C2CC1=O)OC)OC)C[C@H]3CC4=CC(=C(C=C34)OC)OC.Cl,6.6132454309524755,6.48815571324349,6.809971354528798,6.789722427969583,6.298800806345415,6.704745312381058,6.270880781440796,6.546148831912965,6.3031438224251115,6.968308948188625,6.579312342938832,0.229166834054415
6604438,CID 6604438,C=CC1=C(N2[C@H]([C@@H](C2=O)NC(=O)/C(=N/OCC(=O)O)/C3=CSC(=N3)N)SC1)C(=O)O,6.636623359264727,6.457578570581699,6.690087036010165,6.707097116700893,6.708581525421529,6.544870143585315,6.520103066796211,6.425743960159081,6.312127458529425,6.703703930383163,6.57065161674322,0.13334180359642772
2675,"7-[[2-(2-Amino-1,3-thiazol-4-yl)-2-(carboxymethoxyimino)acetyl]amino]-3-ethenyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O,6.636623359264727,6.457578570581699,6.690087036010165,6.707097116700893,6.708581525421529,6.544870143585315,6.520103066796211,6.425743960159081,6.312127458529425,6.703703930383163,6.57065161674322,0.13334180359642772
5362065,Cefixime,C=CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OCC(=O)O)/C3=CSC(=N3)N)SC1)C(=O)O,6.636623359264727,6.457578570581699,6.690087036010165,6.707097116700893,6.708581525421529,6.544870143585315,6.520103066796211,6.425743960159081,6.312127458529425,6.703703930383163,6.57065161674322,0.13334180359642772
54362,"(6R,7R)-7-[[2-(2-amino-4-thiazolyl)-2-(carboxymethoxyimino)-1-oxoethyl]amino]-3-ethenyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",C=CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O,6.636623359264727,6.457578570581699,6.690087036010165,6.707097116700893,6.708581525421529,6.544870143585315,6.520103066796211,6.425743960159081,6.312127458529425,6.703703930383163,6.57065161674322,0.13334180359642772
90437953,"5-Thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid, 7-[[(2Z)-2-(2-amino-4-thiazolyl)-2-[(carboxymethoxy)imino]acetyl]amino]-3-ethenyl-8-oxo-, (6R,7R)-",C=CC1=C(N2C([C@@H](C2=O)NC(=O)/C(=N\OCC(=O)O)/C3=CSC(=N3)N)SC1)C(=O)O,6.636623359264727,6.457578570581699,6.690087036010165,6.707097116700893,6.708581525421529,6.544870143585315,6.520103066796211,6.425743960159081,6.312127458529425,6.703703930383163,6.57065161674322,0.13334180359642772
91323352,7-[2-(2-Aminothiazol-4-yl)-2-carboxymethoxyiminoacetamido]-3-vinyl-3-cephem-4-carboxylic acid,C=CC1=C(N2[C@@H](C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O,6.636623359264727,6.457578570581699,6.690087036010165,6.707097116700893,6.708581525421529,6.544870143585315,6.520103066796211,6.425743960159081,6.312127458529425,6.703703930383163,6.57065161674322,0.13334180359642772
6321411,"Cefixime anhydrous, (E)-",C=CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N/OCC(=O)O)/C3=CSC(=N3)N)SC1)C(=O)O,6.636623359264727,6.457578570581699,6.690087036010165,6.707097116700893,6.708581525421529,6.544870143585315,6.520103066796211,6.425743960159081,6.312127458529425,6.703703930383163,6.57065161674322,0.13334180359642772
5943039,7-[[(2Z)-2-(2-aminothiazol-4-yl)-2-(carboxymethyloxyimino)acetyl]amino]-8-oxo-3-vinyl-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid,C=CC1=C(N2C(C(C2=O)NC(=O)/C(=N\OCC(=O)O)/C3=CSC(=N3)N)SC1)C(=O)O,6.636623359264727,6.457578570581699,6.690087036010165,6.707097116700893,6.708581525421529,6.544870143585315,6.520103066796211,6.425743960159081,6.312127458529425,6.703703930383163,6.57065161674322,0.13334180359642772
49849621,"(7R)-7-[[(2E)-2-(2-amino-1,3-thiazol-4-yl)-2-(carboxymethoxyimino)acetyl]amino]-3-ethenyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",C=CC1=C(N2C([C@@H](C2=O)NC(=O)/C(=N/OCC(=O)O)/C3=CSC(=N3)N)SC1)C(=O)O,6.636623359264727,6.457578570581699,6.690087036010165,6.707097116700893,6.708581525421529,6.544870143585315,6.520103066796211,6.425743960159081,6.312127458529425,6.703703930383163,6.57065161674322,0.13334180359642772
71314611,7-epi-Cefixime (Cefixime EP Impurity C),C=CC1=C(N2[C@@H]([C@H](C2=O)NC(=O)/C(=N\OCC(=O)O)/C3=CSC(=N3)N)SC1)C(=O)O,6.636623359264727,6.457578570581699,6.690087036010165,6.707097116700893,6.708581525421529,6.544870143585315,6.520103066796211,6.425743960159081,6.312127458529425,6.703703930383163,6.57065161674322,0.13334180359642772
3345,Fentanyl,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,6.847979774512395,6.6648060911696785,6.7114714017438555,6.673501079254837,6.572650373025915,6.592148251676881,6.453654569340907,6.310808989198216,6.2163159991722745,6.635601719967189,6.567893824906216,0.18098425016924682
62969,Verapamil Hydrochloride,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC.Cl,6.679655874612425,6.457236031176872,6.789329163346711,6.771847839381597,6.437991215762468,6.614837324360179,6.275883487588316,6.475241224342515,6.273158875216789,6.87874888193704,6.565392991772491,0.2029129589454469
6018,Tetrabenazine,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC,6.767736475590501,6.507418465968436,6.769813748488067,6.7422063997505495,6.502862585059382,6.577050407490712,6.297611952647949,6.4232103560135565,6.2687966953843555,6.787807815764035,6.564451490215754,0.18728378059625056
66061,Oxyphencyclimine Hydrochloride,CN1CCCN=C1COC(=O)C(C2CCCCC2)(C3=CC=CC=C3)O.Cl,6.780740038122889,6.559209039762903,6.766040084901201,6.737607622269892,6.518507766510437,6.604958725206156,6.356332118953396,6.340556696697661,6.1681104758255945,6.772142030228491,6.560420459847862,0.20363754760645017
5748,Oxyphenonium Bromide,CC[N+](C)(CC)CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O.[Br-],6.755011283463057,6.667420675911452,6.7148989415116995,6.679924136531637,6.44817426168402,6.661204597284691,6.45262798369236,6.293882109603933,6.1331836396057975,6.709637373203436,6.551596500249209,0.19922256185245182
5546,Triamterene,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N,6.4798327363893,6.621839207103278,6.513543529262511,6.500513572604757,6.295058261015179,6.6254942892641155,6.549541749536004,6.676278899148763,6.698394861943133,6.547614294404338,6.550811140067138,0.11069042091656105
91505,Oxybutynin Chloride,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O.Cl,6.894703635207655,6.500472784470624,6.764358165588213,6.724803473134915,6.607297194682868,6.4813130873868054,6.246058823090388,6.301647904162591,6.179275670641503,6.693421090784617,6.539335182915018,0.22731208415179477
83932,Fentanyl Hydrochloride,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3.Cl,6.847979774512395,6.533131469228873,6.7114714017438555,6.673501079254837,6.572650373025915,6.489866598422398,6.302434783035934,6.3019290789860305,6.20428221315923,6.635601719967189,6.527284849133666,0.19469141460382325
5719,Zaleplon,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C,6.57637397159474,6.424647261775272,6.705836011930655,6.701202873911818,6.423186415626416,6.580967211865454,6.32641661957746,6.4478493947460285,6.2661839805054536,6.7994313024404445,6.525209504397374,0.16662617304484553
122201352,Capmatinib Hydrochloride,CNC(=O)C1=C(C=C(C=C1)C2=NN3C(=CN=C3N=C2)CC4=CC5=C(C=C4)N=CC=C5)F.O.Cl.Cl,6.379779436861389,6.156507132795399,6.876896662194912,6.895022341263929,6.216095026266554,6.66185191374416,6.051972981353543,6.5538370656344895,6.134382464344638,7.223931593564887,6.515027661802391,0.37369153338112066
45255840,"3-(2-Methylpropyl)-9,10-bis(trideuteriomethoxy)-1,3,4,6,7,11b-hexahydrobenzo[a]quinolizin-2-one",[2H]C([2H])([2H])OC1=C(C=C2C3CC(=O)C(CN3CCC2=C1)CC(C)C)OC([2H])([2H])[2H],6.701831265630649,6.441027764340674,6.724148162327492,6.695815667579458,6.414708361035246,6.529227045277323,6.218575077285379,6.40746651550159,6.250236512424799,6.759596553871218,6.514263292527383,0.18879322837716314
73442840,Deutetrabenazine,[2H]C([2H])([2H])OC1=C(C=C2[C@@H]3CC(=O)[C@H](CN3CCC2=C1)CC(C)C)OC([2H])([2H])[2H],6.701831265630649,6.441027764340674,6.724148162327492,6.695815667579458,6.414708361035246,6.529227045277323,6.218575077285379,6.40746651550159,6.250236512424799,6.759596553871218,6.514263292527383,0.18879322837716314
73437646,"(3R,11bR)-3-(2-methylpropyl)-9,10-bis(trideuteriomethoxy)-1,3,4,6,7,11b-hexahydrobenzo[a]quinolizin-2-one",[2H]C([2H])([2H])OC1=C(C=C2[C@H]3CC(=O)[C@@H](CN3CCC2=C1)CC(C)C)OC([2H])([2H])[2H],6.701831265630649,6.441027764340674,6.724148162327492,6.695815667579458,6.414708361035246,6.529227045277323,6.218575077285379,6.40746651550159,6.250236512424799,6.759596553871218,6.514263292527383,0.18879322837716314
64645,(+)-Tubocurarine chloride hydrochloride,C[NH+]1CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C6[C@@H](CC7=CC(=C(C=C7)O)O3)[N+](CCC6=CC(=C5O)OC)(C)C)OC.[Cl-].[Cl-],6.789589205177381,6.665492757807752,6.5469129994363495,6.5054830220455,6.5328243469495,6.481968300350757,6.480623410055149,6.332347489560539,6.369709750304691,6.3977343332949035,6.510268561498253,0.1302863892846314
2733525,Tamoxifen citrate,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,6.637278191264008,6.579079081173643,6.563691440542692,6.558701471843528,6.588018059016631,6.527303270922844,6.568758399052903,6.296102251574132,6.241947366963385,6.50604406296436,6.506692359531813,0.12392567820827127
135398658,Folic Acid,C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,6.470686885087874,6.592545402829083,6.3018155024744935,6.2879467233886945,6.379117308198082,6.413574554365374,6.587595576076555,6.7871917363127965,7.054461685918132,6.187353305439174,6.5062288680090266,0.24712130370748886
6918140,Treprostinil,CCCCC[C@@H](CC[C@H]1[C@@H](C[C@H]2[C@@H]1CC3=C(C2)C(=CC=C3)OCC(=O)O)O)O,6.621904552458928,6.4254003998910605,6.7028960276968785,6.675548771636297,6.306421544529581,6.552728175523218,6.1962115046347765,6.459843168979365,6.292177371235898,6.782806266986852,6.501593778357285,0.18700457689959252
9821849,Abiraterone Acetate,CC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC=C4C5=CN=CC=C5)C)C,6.512215711597184,6.444316934655541,6.729517659410395,6.706995157404658,6.159125162777399,6.667059052179575,6.212857639520772,6.447033211455684,6.182417926270037,6.908086319342967,6.496962477461421,0.2440156405112038
3005572,Toremifene Citrate,CN(C)CCOC1=CC=C(C=C1)/C(=C(/CCCl)\C2=CC=CC=C2)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,6.648945635193755,6.518624564907465,6.535289309677094,6.52825880690923,6.60362432848453,6.446479407118457,6.499824477995424,6.324624761286721,6.3145781138720025,6.449828975051596,6.487007838049628,0.10205144661534606
5284569,Hydrocodone,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3C(=O)CC4,6.811314203016081,6.6238540715416905,6.523361200339187,6.479857049151264,6.561729328124622,6.413264965435079,6.433608826094593,6.29268167199139,6.351493434536824,6.342289307366694,6.483345405759742,0.1469976560776268
101587,Hexocyclium Methylsulfate,C[N+]1(CCN(CC1)CC(C2CCCCC2)(C3=CC=CC=C3)O)C.COS(=O)(=O)[O-],6.778607326948233,6.464716025406461,6.717098962905656,6.681139851271191,6.476354730111464,6.489629397397341,6.21830296320623,6.227400268084885,6.0550648841556765,6.696414345397934,6.480472875488507,0.2336394350154254
5741,Donepezil Hydrochloride,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC.Cl,6.722114304474723,6.29847656979195,6.715603812471507,6.686036471296366,6.440876171220276,6.396807912024719,6.055002757928713,6.441341667591391,6.316524591238489,6.730485729895594,6.480326998793373,0.216694540051888
16623,Hydrocortisone hemisuccinate,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)CCC(=O)O)O)C)O,6.455046425624398,6.489191297200957,6.538319498041773,6.549347503039872,6.44521153314002,6.556728071140129,6.533375698500771,6.338294040794079,6.223369230519795,6.584947487364217,6.4713830785366016,0.10727310605801121
60814,Remifentanil Hydrochloride,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC.Cl,6.591068578687044,6.443898769140421,6.669044626367166,6.640955120171827,6.268023046651719,6.557407160363691,6.218281157499976,6.296171891468707,6.083803854601253,6.7483131167371955,6.4516967321689,0.21200286254764644
11179459,Treprostinil Diolamine,CCCCC[C@@H](CC[C@H]1[C@@H](C[C@H]2[C@@H]1CC3=C(C2)C(=CC=C3)OCC(=O)O)O)O.C(CO)NCCO,6.653477885669781,6.2384403232641334,6.721772330591834,6.694594091721979,6.348653754862477,6.402976310863013,5.982837254260285,6.406075024620309,6.220817683198377,6.791287378196688,6.446093203724888,0.2492687139715141
460612,Melphalan,C1=CC(=CC=C1C[C@@H](C(=O)O)N)N(CCCl)CCCl,6.522812687608671,6.430738972411563,6.650307750759607,6.619897666710631,6.1492990167774115,6.5778463565227545,6.179746565464259,6.3107319827657715,6.076201044201915,6.770359683961932,6.428794172718452,0.2262119523534336
644073,Buprenorphine,C[C@]([C@H]1C[C@@]23CC[C@@]1([C@H]4[C@@]25CCN([C@@H]3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)(C(C)(C)C)O,6.631580609596221,6.622145586267439,6.426856613155174,6.382786405298337,6.319180058957583,6.447727481039823,6.422432649529215,6.3168985737791825,6.365145815858034,6.3126416939463565,6.424739548742737,0.11087854027806461
11693,Glycopyrrolate,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C.[Br-],6.708287934580892,6.391362961349463,6.656977683937388,6.619682535537013,6.383262913778489,6.42625001920711,6.131807017723999,6.2184249492596235,6.05674394606936,6.647075535473343,6.4239875496916685,0.220997098906523
59227,Rotigotine,CCCN(CCC1=CC=CS1)[C@H]2CCC3=C(C2)C=CC=C3O,6.58336126685426,6.55150556651371,6.435337589426147,6.411880539075085,6.411266031329543,6.429181035466175,6.456481289267301,6.2398469065006,6.241623559884971,6.343116709965709,6.41036004942835,0.10725124158571846
44230999,Omidenepag Isopropyl,CC(C)OC(=O)CNC1=CC=CC(=N1)CN(CC2=CC=C(C=C2)N3C=CC=N3)S(=O)(=O)C4=CN=CC=C4,6.486664274481009,6.534271205966328,6.4448484733928035,6.422050459425531,6.2582091410120135,6.491601094687231,6.414839721786876,6.300488814772627,6.252800777972127,6.432983016546635,6.403875698004318,0.09447774505879786
23724882,Oxycodone terephthalate,CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)OC)O4)O.CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)OC)O4)O.C1=CC(=CC=C1C(=O)O)C(=O)O,6.693004169933848,6.563464436967197,6.437330507044915,6.392205135949077,6.402820011192029,6.369413021286956,6.358750936376118,6.237066691756494,6.284860140600508,6.284925553152369,6.40238406042595,0.13025403426652152
20298,Tridihexethyl Chloride,CC[N+](CC)(CC)CCC(C1CCCCC1)(C2=CC=CC=C2)O.[Cl-],6.7000905208279935,6.310708743654082,6.682316967833286,6.647249389792093,6.376275794686779,6.392176601641566,6.041811289521014,6.172882121279409,5.966535062862478,6.695117454755473,6.3985163946854176,0.2635018519555868
121225724,Glycopyrronium Tosylate,CC1=CC=C(C=C1)S(=O)(=O)[O-].C[N+]1(CC[C@@H](C1)OC(=O)[C@@](C2CCCC2)(C3=CC=CC=C3)O)C.O,6.734219241882159,6.347313483990731,6.603271889238067,6.5620014833235745,6.417948400319949,6.325339700263483,6.082317375958575,6.229786045234143,6.138759054713174,6.537936663693682,6.397889333861754,0.2012616364790937
46781058,CID 46781058,[HH].CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O.OOP(=O)=O,6.636698265536463,6.498031179239351,6.471149405988973,6.429734016411368,6.327505733107605,6.388062063639982,6.281220206893864,6.24209126662947,6.225234040423483,6.38300766866466,6.388273384653521,0.12061551142927444
9927978,Melphalan Hydrochloride,C1=CC(=CC=C1C[C@@H](C(=O)O)N)N(CCCl)CCCl.Cl,6.522812687608671,6.299064350470758,6.650307750759607,6.619897666710631,6.1492990167774115,6.4755647032682715,6.028526779159286,6.3008552145794585,6.062816346382399,6.770359683961932,6.387950419967842,0.245371178651264
3033050,Buprenorphine Hydrochloride,C[C@]([C@H]1C[C@@]23CC[C@@]1([C@H]4[C@@]25CCN([C@@H]3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)(C(C)(C)C)O.Cl,6.631580609596221,6.490470964326634,6.426856613155174,6.382786405298337,6.319180058957583,6.34544582778534,6.271212863224242,6.308777523732147,6.354140414211837,6.3126416939463565,6.384309297423387,0.10223523891647064
5282241,Ceftibuten Dihydrate,C1C=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)/C(=C\CC(=O)O)/C3=CSC(=N3)N)C(=O)O.O.O,6.391674618162149,6.541882911567032,6.321393983020879,6.3238813999850345,6.380940262906154,6.443231950212827,6.606546220376167,6.255882847216732,6.280220210971929,6.265063511728104,6.3810717916147,0.1126093569497485
104838,Imipenem,C[C@H]([C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O,6.321230459815731,6.425631509444644,6.511511431358439,6.49352976002911,6.002172458882547,6.582592047286687,6.257050734920947,6.365054963485186,6.171903977346345,6.670554326989534,6.380123166955917,0.19041613396035578
45265653,"(5alpha,6beta,14beta,18R)-17-(cyclopropylmethyl)-3-hydroxy-18-[(2S)-2-hydroxy-3,3-dimethylbutan-2-yl]-6-methoxy-18,19-dihydro-4,5-epoxy-6,14-ethenomorphinan-17-ium chloride",C[C@]([C@H]1C[C@@]23CC[C@@]1([C@H]4[C@@]25CC[NH+]([C@@H]3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)(C(C)(C)C)O.[Cl-],6.569964929879515,6.480877670084271,6.429598027815484,6.387831038865729,6.239116686340094,6.382772614562932,6.259347406051357,6.284890646555619,6.281718707526308,6.362199679034611,6.367831740671592,0.10036847112667052
108059,Nestorone,CC(=O)[C@]1(C(=C)C[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C)OC(=O)C,6.51037347710195,6.1897134180210465,6.6396415155681066,6.6119757378067145,6.157867523755132,6.3887377764470825,5.921287123010209,6.342549193338553,6.124745247225375,6.758515983906291,6.364540699618046,0.2533202277216935
